1;33;1;39
2;4;2;18
3;5;3;35
4;1;4;38
5;1;5;37
6;2;6;46
7;8;7;16
8;9;8;13
9;1;9;22
10;4;10;20
11;15;11;29
12;8;12;10
13;5;13;14
14;4;14;12
15;3;15;6
16;19;16;30
17;17;17;22
18;6;18;14
19;3;19;9
20;9;20;31
21;19;21;23
22;30;22;46
23;7;23;11
24;20;24;23
25;19;25;20
26;9;26;11
27;15;27;42
28;3;28;27
29;3;29;10
30;7;30;38
31;38;31;57
32;4;32;14
33;21;33;35
34;12;34;14
35;16;35;22
36;1;36;10
37;13;37;17
38;13;38;29
39;17;39;18
40;3;40;15
41;7;41;20
42;69;42;70
43;13;43;18
44;12;44;16
45;30;45;35
46;6;46;38
47;17;47;30
48;23;48;26
49;5;49;34
50;7;50;46
51;9;51;11
52;13;52;16
53;1;53;7
54;34;54;37
55;16;55;31
56;1;56;7
57;1;57;14
58;13;58;23
59;3;59;6
60;46;60;51
61;1;61;4
62;9;62;25
63;10;63;12
64;4;64;11
65;7;65;10
66;2;66;6
67;14;67;27
68;19;68;22
69;14;69;35
70;1;70;26
71;2;71;8
72;41;72;44
73;1;73;31
74;8;74;31
75;4;75;23
76;20;76;32
77;1;77;4
78;40;78;45
79;11;79;26
80;1;80;10
81;23;81;28
82;9;82;14
83;1;83;3
84;11;84;26
85;1;85;12
86;3;86;7
87;1;87;6
88;4;88;12
89;5;89;25
90;3;90;51
91;30;91;36
92;4;92;14
93;6;93;14
94;11;94;14
95;15;95;24
96;5;96;22
97;9;97;27
98;13;98;14
99;21;99;41
100;3;100;10
101;28;101;33
102;9;102;10
103;3;103;9
104;27;104;28
105;16;105;30
106;19;106;37
107;13;107;16
108;7;108;9
109;2;109;3
110;36;110;43
111;8;111;16
112;13;112;15
113;30;113;59
114;15;114;35
115;5;115;24
116;1;116;7
117;29;117;33
118;7;118;11
119;7;119;9
120;24;120;28
1;43;1;47
2;26;2;28
3;37;3;52
4;42;4;50
5;38;5;49
6;58;6;62
7;31;7;32
8;20;8;31
9;24;9;39
10;61;10;62
11;37;11;41
12;23;12;27
13;19;13;22
14;18;14;31
15;29;15;55
16;36;16;47
17;28;17;43
18;22;18;24
19;24;19;31
20;40;20;48
21;25;21;36
22;58;22;76
23;40;23;54
24;31;24;33
25;69;25;70
26;17;26;50
27;45;27;60
28;41;28;46
29;12;29;20
30;44;30;66
31;78;31;79
32;26;32;37
33;40;33;47
34;19;34;32
35;25;35;26
36;28;36;30
37;21;37;46
38;35;38;56
39;21;39;25
40;24;40;38
41;46;41;60
42;73;42;74
43;35;43;38
44;19;44;29
45;40;45;45
46;43;46;50
47;31;47;39
48;27;48;41
49;46;49;47
50;48;50;52
51;20;51;37
52;26;52;37
53;12;53;13
54;44;54;56
55;43;55;52
56;54;56;55
57;28;57;49
58;30;58;44
59;36;59;44
60;57;60;68
61;65;61;74
62;26;62;32
63;29;63;44
64;12;64;20
65;16;65;23
66;13;66;14
67;32;67;40
68;27;68;28
69;37;69;43
70;37;70;40
71;34;71;46
72;47;72;49
73;37;73;39
74;32;74;43
75;30;75;40
76;48;76;53
77;14;77;26
78;52;78;56
79;48;79;60
80;13;80;16
81;30;81;31
82;40;82;69
83;18;83;33
84;49;84;83
85;25;85;30
86;11;86;13
87;18;87;27
88;34;88;47
89;26;89;32
90;54;90;72
91;42;91;50
92;27;92;32
93;19;93;63
94;22;94;26
95;41;95;42
96;37;96;40
97;33;97;55
98;41;98;67
99;47;99;48
100;16;100;24
101;42;101;50
102;18;102;48
103;11;103;27
104;32;104;36
105;31;105;40
106;44;106;47
107;41;107;56
108;19;108;27
109;7;109;11
110;44;110;51
111;18;111;41
112;35;112;41
113;61;113;90
114;43;114;50
115;27;115;42
116;11;116;25
117;56;117;62
118;12;118;53
119;16;119;48
120;34;120;59
1;48;1;54
2;39;2;50
3;56;3;75
4;55;4;79
5;68;5;70
6;73;6;86
7;34;7;59
8;42;8;51
9;53;9;57
10;82;10;92
11;43;11;58
12;37;12;63
13;25;13;60
14;44;14;46
15;61;15;78
16;48;16;50
17;49;17;56
18;44;18;51
19;37;19;61
20;57;20;63
21;48;21;54
22;82;22;92
23;68;23;78
24;57;24;83
25;74;25;81
26;69;26;80
27;70;27;73
28;47;28;57
29;26;29;27
30;67;30;79
31;87;31;92
32;50;32;59
33;55;33;63
34;67;34;73
35;30;35;52
36;31;36;46
37;48;37;77
38;91;38;92
39;42;39;66
40;45;40;50
41;61;41;63
42;87;42;99
43;43;43;76
44;34;44;49
45;64;45;71
46;54;46;83
47;50;47;60
48;51;48;52
49;56;49;83
50;63;50;85
51;47;51;53
52;60;52;62
53;37;53;48
54;57;54;58
55;58;55;69
56;63;56;74
57;58;57;59
58;88;58;90
59;63;59;85
60;76;60;100
61;85;61;104
62;36;62;50
63;45;63;62
64;42;64;57
65;45;65;46
66;23;66;46
67;53;67;73
68;35;68;41
69;60;69;67
70;47;70;56
71;60;71;64
72;60;72;83
73;45;73;56
74;76;74;83
75;70;75;74
76;62;76;68
77;34;77;39
78;59;78;63
79;63;79;68
80;23;80;30
81;36;81;50
82;79;82;87
83;41;83;67
84;93;84;108
85;61;85;73
86;39;86;42
87;41;87;87
88;56;88;70
89;65;89;75
90;84;90;90
91;55;91;69
92;43;92;55
93;67;93;73
94;79;94;83
95;50;95;76
96;43;96;79
97;64;97;74
98;71;98;72
99;63;99;70
100;25;100;28
101;60;101;62
102;51;102;70
103;28;103;44
104;39;104;80
105;56;105;64
106;78;106;84
107;73;107;83
108;29;108;62
109;17;109;31
110;58;110;67
111;52;111;55
112;43;112;70
113;94;113;96
114;64;114;65
115;55;115;56
116;29;116;32
117;65;117;71
118;61;118;84
119;54;119;60
