1;5;1;12
2;6;2;18
3;13;3;14
4;6;4;7
5;21;5;29
6;2;6;9
7;2;7;3
8;4;8;14
9;5;9;20
10;5;10;6
11;6;11;14
12;1;12;2
13;10;13;11
14;7;14;10
15;11;15;12
16;1;16;7
17;9;17;19
18;8;18;11
19;2;19;9
20;9;20;18
21;3;21;6
22;1;22;6
23;4;23;17
24;13;24;19
25;3;25;10
26;5;26;7
27;4;27;14
28;4;28;11
29;3;29;5
30;19;30;22
31;2;31;6
32;1;32;13
33;11;33;18
34;14;34;15
35;4;35;31
36;8;36;13
37;1;37;8
38;3;38;6
39;8;39;15
40;3;40;8
41;6;41;24
42;14;42;18
43;3;43;4
44;1;44;7
45;2;45;9
46;3;46;13
47;20;47;26
48;5;48;6
49;4;49;17
50;2;50;11
51;5;51;13
52;1;52;7
53;3;53;11
54;3;54;12
55;5;55;33
56;7;56;15
57;2;57;9
58;2;58;8
59;4;59;20
60;4;60;9
61;1;61;2
62;13;62;18
63;16;63;17
64;12;64;18
65;3;65;8
66;10;66;18
67;4;67;6
68;2;68;12
69;3;69;13
70;15;70;27
71;1;71;12
72;20;72;23
73;1;73;2
74;15;74;17
75;6;75;8
76;1;76;4
77;7;77;20
78;11;78;15
79;6;79;9
80;14;80;24
1;14;1;17
2;19;2;32
3;19;3;21
4;17;4;32
5;30;5;36
6;13;6;21
7;14;7;17
8;23;8;25
9;23;9;27
10;11;10;14
11;19;11;21
12;11;12;16
13;31;13;33
14;18;14;19
15;17;15;18
16;9;16;32
17;20;17;32
18;21;18;25
19;13;19;18
20;19;20;21
21;7;21;14
22;15;22;36
23;30;23;34
24;20;24;24
25;12;25;25
26;13;26;21
27;15;27;16
28;32;28;48
29;6;29;34
30;28;30;46
31;15;31;16
32;18;32;23
33;19;33;23
34;21;34;23
35;42;35;44
36;30;36;37
37;11;37;26
38;25;38;33
39;53;39;56
40;25;40;29
41;29;41;36
42;23;42;26
43;5;43;18
44;31;44;39
45;13;45;20
46;27;46;31
47;49;47;55
48;11;48;14
49;33;49;39
50;13;50;17
51;19;51;33
52;16;52;19
53;21;53;22
54;20;54;38
55;34;55;39
56;20;56;36
57;12;57;16
58;15;58;18
59;26;59;44
60;18;60;32
61;8;61;11
62;22;62;24
63;21;63;24
64;21;64;22
65;11;65;18
66;21;66;22
67;9;67;12
68;23;68;24
69;16;69;21
70;32;70;35
71;13;71;15
72;34;72;39
73;11;73;14
74;19;74;23
75;10;75;12
76;5;76;7
77;22;77;34
78;25;78;38
79;15;79;19
80;34;80;38
1;18;1;20
2;48;2;62
3;23;3;51
4;37;4;38
5;41;5;47
6;23;6;24
7;18;7;33
8;48;8;53
9;37;9;48
10;31;10;37
11;25;11;27
12;25;12;54
13;47;13;56
14;24;14;35
15;38;15;42
16;53;16;54
17;35;17;46
18;33;18;34
19;31;19;32
20;25;20;30
21;28;21;31
22;39;22;43
23;35;23;43
24;29;24;46
25;27;25;48
26;24;26;35
27;23;27;41
28;56;28;57
29;46;29;55
30;60;30;62
31;23;31;42
32;38;32;47
33;38;33;61
34;36;34;48
35;45;35;48
36;42;36;48
37;28;37;35
38;40;38;44
39;57;39;59
40;32;40;40
41;58;41;60
42;44;42;53
43;21;43;40
44;42;44;56
45;48;45;53
46;43;46;47
47;58;47;59
48;18;48;23
49;44;49;56
50;33;50;56
51;34;51;37
52;21;52;23
53;27;53;29
54;40;54;45
55;56;55;63
56;37;56;43
57;24;57;34
58;21;58;29
59;46;59;47
60;36;60;40
61;12;61;18
62;27;62;41
63;28;63;30
64;33;64;37
65;26;65;33
66;24;66;26
67;29;67;42
68;42;68;50
69;27;69;31
70;37;70;52
71;22;71;35
72;47;72;53
73;44;73;60
74;43;74;45
75;15;75;23
76;19;76;27
77;43;77;46
78;51;78;57
79;23;79;29
80;39;80;45
1;51;1;57
2;65;2;72
3;52;3;55
4;42;4;53
5;55;5;60
6;40;6;48
7;46;7;53
8;57;8;71
9;67;9;74
10;39;10;53
11;33;11;36
12;66;12;70
13;58;13;64
14;38;14;47
15;43;15;50
16;57;16;64
17;48;17;63
18;41;18;42
19;37;19;40
20;38;20;47
21;64;21;74
22;60;22;66
23;44;23;50
24;52;24;57
25;52;25;54
26;36;26;44
27;46;27;50
28;66;28;67
29;58;29;64
30;64;30;66
31;47;31;48
32;50;32;51
33;63;33;64
34;50;34;70
35;50;35;52
36;49;36;52
37;40;37;42
38;45;38;60
39;60;39;61
40;63;40;66
41;61;41;64
42;63;42;64
43;48;43;50
44;59;44;67
45;59;45;65
46;48;46;58
47;68;47;73
48;31;48;33
49;59;49;68
50;68;50;75
51;73;51;75
52;45;52;47
53;33;53;50
54;49;54;53
55;69;55;70
56;64;56;65
57;38;57;55
58;32;58;41
59;55;59;64
60;54;60;58
61;28;61;68
62;49;62;51
63;34;63;41
64;39;64;44
65;44;65;51
66;58;66;69
67;47;67;50
68;56;68;66
69;51;69;53
70;56;70;63
71;39;71;59
72;59;72;68
73;70;73;73
74;47;74;52
75;30;75;51
76;42;76;63
77;58;77;67
78;63;78;72
79;30;79;55
80;53;80;59
1;70;1;74
2;76;2;80
3;68;3;70
4;55;4;73
5;63;5;68
6;51;6;67
7;62;7;72
8;72;8;78
9;77;9;80
10;63;10;76
11;47;11;55
12;72;12;74
13;66;13;80
14;64;14;74
15;70;15;74
16;77;16;79
17;64;17;66
18;53;18;76
19;66;19;78
20;61;20;75
21;78;21;79
22;69;22;75
23;68;23;74
24;72;24;73
25;61;25;68
26;60;26;63
27;71;27;77
28;76;28;79
29;70;29;76
30;68;30;70
31;64;31;73
32;53;32;63
33;66;33;71
34;79;34;80
35;68;35;75
36;69;36;78
37;72;37;80
38;68;38;77
39;71;39;79
40;70;40;74
41;65;41;69
42;68;42;71
43;73;43;77
44;70;44;78
45;71;45;76
46;63;46;80
47;74;47;80
48;45;48;50
49;70;49;79
50;79;50;80
51;78;51;79
52;61;52;64
53;61;53;80
54;54;54;66
55;72;55;79
56;73;56;77
57;71;57;79
58;73;58;77
59;67;59;71
60;70;60;72
61;75;61;80
62;53;62;73
63;51;63;70
64;70;64;76
65;63;65;65
66;70;66;80
67;72;67;77
68;71;68;80
69;61;69;71
70;76;70;80
71;64;71;73
72;70;72;74
73;74;73;79
74;68;74;77
75;53;75;80
76;72;76;75
77;76;77;80
78;79;78;80
79;69;79;78
80;67;80;76
15;1;17;1
10;2;23;2
3;3;9;3
10;4;26;4
26;5;27;5
9;6;17;6
2;7;6;7
8;8;13;8
3;9;13;9
4;10;7;10
2;11;7;11
7;12;11;12
17;13;18;13
10;14;21;14
2;15;13;15
12;16;13;16
4;17;10;17
5;18;13;18
1;19;2;19
1;20;5;20
7;21;17;21
2;22;6;22
22;23;24;23
9;24;11;24
4;25;10;25
8;26;19;26
7;27;18;27
8;28;14;28
1;29;5;29
51;30;54;30
1;31;16;31
10;32;11;32
2;33;15;33
6;34;10;34
13;35;16;35
2;36;12;36
17;37;27;37
10;38;11;38
3;39;8;39
3;40;5;40
22;41;27;41
2;42;8;42
7;43;22;43
16;44;18;44
14;45;31;45
3;46;7;46
10;47;18;47
1;48;5;48
3;49;6;49
6;50;12;50
2;51;5;51
2;52;4;52
22;53;25;53
1;54;5;54
4;55;11;55
5;56;16;56
7;57;8;57
10;58;18;58
7;59;13;59
2;60;15;60
2;61;15;61
1;62;2;62
8;63;12;63
5;64;13;64
8;65;16;65
11;66;20;66
8;67;16;67
9;68;11;68
2;69;5;69
3;70;33;70
6;71;11;71
15;72;20;72
19;73;23;73
6;74;11;74
3;75;7;75
3;76;5;76
32;77;33;77
3;78;5;78
11;79;17;79
13;80;34;80
23;1;35;1
27;2;28;2
11;3;12;3
27;4;30;4
35;5;37;5
29;6;43;6
7;7;12;7
18;8;25;8
28;9;29;9
10;10;30;10
14;11;16;11
15;12;28;12
19;13;23;13
24;14;32;14
23;15;27;15
17;16;19;16
11;17;23;17
18;18;31;18
21;19;24;19
12;20;38;20
18;21;20;21
7;22;16;22
25;23;28;23
21;24;22;24
14;25;28;25
36;26;45;26
20;27;25;27
17;28;26;28
6;29;17;29
63;30;65;30
19;31;21;31
15;32;17;32
19;33;27;33
13;34;14;34
22;35;26;35
16;36;17;36
33;37;38;37
29;38;34;38
14;39;28;39
29;40;30;40
31;41;33;41
11;42;13;42
25;43;41;43
27;44;29;44
39;45;40;45
12;46;15;46
27;47;41;47
30;48;31;48
10;49;20;49
13;50;25;50
11;51;15;51
19;52;27;52
27;53;30;53
16;54;25;54
14;55;25;55
18;56;21;56
14;57;18;57
19;58;27;58
37;59;39;59
42;60;49;60
31;61;43;61
4;62;7;62
13;63;15;63
37;64;47;64
24;65;32;65
30;66;33;66
33;67;39;67
33;68;35;68
48;69;52;69
37;70;42;70
21;71;40;71
26;72;41;72
34;73;44;73
13;74;22;74
8;75;25;75
17;76;26;76
39;77;43;77
8;78;15;78
23;79;32;79
39;80;40;80
36;1;41;1
34;2;38;2
18;3;29;3
43;4;44;4
49;5;58;5
48;6;56;6
25;7;27;7
29;8;30;8
34;9;48;9
33;10;38;10
40;11;42;11
31;12;45;12
32;13;33;13
38;14;45;14
39;15;45;15
30;16;31;16
27;17;32;17
32;18;47;18
30;19;42;19
41;20;42;20
36;21;47;21
