1;1;1;5
2;4;2;6
3;4;3;8
4;1;4;7
5;1;5;2
6;3;6;4
7;1;7;3
8;3;8;6
9;1;9;3
10;1;10;2
11;1;11;2
12;1;12;4
13;1;13;5
14;3;14;7
15;1;15;6
1;7;1;11
2;9;2;10
3;9;3;11
4;10;4;11
5;4;5;8
6;7;6;9
7;9;7;10
8;8;8;9
9;4;9;5
10;3;10;6
11;5;11;6
12;10;12;12
13;7;13;8
14;9;14;11
15;8;15;11
1;12;1;13
2;11;2;12
3;13;3;15
4;12;4;15
5;12;5;13
6;11;6;15
7;12;7;13
8;10;8;12
9;7;9;8
10;8;10;13
11;8;11;10
12;13;12;15
13;9;13;12
14;13;14;15
15;12;15;13
1;1;2;1
2;2;3;2
1;3;3;3
2;4;3;4
4;5;5;5
2;6;4;6
1;7;4;7
6;8;9;8
3;9;4;9
3;10;5;10
1;11;2;11
1;12;4;12
1;13;3;13
4;14;5;14
2;15;3;15
3;1;6;1
4;2;8;2
7;3;8;3
7;4;9;4
9;5;11;5
6;6;7;6
6;7;7;7
10;8;12;8
6;9;8;9
7;10;9;10
3;11;4;11
7;12;8;12
6;13;9;13
9;14;10;14
6;15;8;15
7;1;12;1
14;2;15;2
11;3;12;3
11;4;14;4
13;5;15;5
9;6;12;6
9;7;15;7
14;8;15;8
9;9;14;9
10;10;14;10
5;11;13;11
9;12;13;12
10;13;15;13
12;14;14;14
9;15;10;15
